40 500
21 16 7
27 14 8
10 6 0
20 22 30
8 22 9
5 20 3
1 36 3
1 13 50
39 9 42
25 10 41
38 4 7
36 40 3
27 31 26
27 28 37
40 1 7
40 8 25
20 26 8
31 15 13
6 33 13
38 1 3
24 30 10
22 11 6
28 25 17
17 31 29
19 4 34
11 12 32
24 16 39
15 10 14
31 38 22
14 33 22
13 22 18
6 38 5
6 19 39
7 2 49
35 29 23
36 28 0
6 36 24
15 3 7
5 31 24
35 6 10
5 23 9
11 30 29
35 33 40
11 18 45
22 28 47
26 9 5
8 16 36
18 4 37
3 30 47
33 36 30
15 11 43
9 9 27
34 35 38
3 6 44
26 1 32
24 25 4
29 7 15
6 32 1
4 3 0
12 20 14
37 36 20
19 2 3
40 12 3
31 33 26
23 22 23
21 21 40
1 7 9
40 4 49
35 6 8
5 25 6
20 1 6
28 30 20
9 20 32
13 40 21
11 9 33
21 34 19
21 26 21
3 11 21
11 20 24
25 37 33
12 6 11
8 20 19
24 37 43
37 14 7
7 7 23
33 4 33
32 19 26
10 22 12
8 27 10
4 14 34
38 12 41
24 2 10
19 32 50
14 11 23
8 27 18
26 23 34
23 9 15
4 40 19
35 6 3
2 5 47
38 19 30
32 21 30
6 26 24
37 39 31
25 23 29
14 16 0
5 10 45
33 10 36
16 2 38
15 10 30
31 36 16
22 21 25
24 2 33
29 40 49
10 14 30
2 16 33
38 11 50
23 20 1
37 25 13
33 24 15
12 35 26
22 21 29
30 19 49
27 18 15
33 9 5
16 5 16
30 11 9
39 22 13
6 36 17
21 34 15
18 8 17
32 22 50
15 19 38
23 40 9
20 10 29
7 8 42
15 8 41
23 37 37
18 37 22
9 9 9
15 34 22
29 5 4
5 26 13
1 2 20
32 3 36
31 23 27
12 31 8
8 39 23
23 6 13
13 15 32
10 33 33
27 6 46
1 12 40
27 22 28
14 16 32
37 5 46
32 40 43
8 8 41
1 28 3
38 8 44
4 24 28
22 4 41
38 22 25
35 1 42
14 30 19
11 9 0
22 33 2
24 17 18
25 16 33
22 15 40
1 9 6
19 6 11
26 12 11
13 37 14
28 12 46
25 6 42
27 8 43
38 33 2
39 16 28
14 19 4
34 40 39
4 29 30
6 20 8
24 40 5
39 40 3
4 8 9
27 19 14
37 3 2
38 19 1
39 35 6
2 29 7
38 19 20
26 20 46
17 30 0
6 40 48
19 13 16
3 37 21
19 9 36
11 6 30
8 10 25
17 14 44
29 24 30
3 40 29
16 27 47
25 32 48
8 9 10
13 35 44
8 23 10
40 1 1
27 32 8
18 33 50
14 29 37
15 9 44
27 29 5
26 18 11
26 38 42
38 22 16
31 28 39
40 27 10
21 13 20
12 37 7
20 6 27
17 15 30
17 33 11
30 17 39
29 39 36
11 5 42
40 10 50
22 15 23
7 16 48
3 34 50
9 19 41
22 34 33
12 37 20
16 32 39
23 23 26
13 5 41
29 2 15
15 14 21
4 7 15
33 23 5
13 26 45
6 25 6
14 3 36
40 500
1 2 25
1 3 0
2 4 48
3 5 22
4 6 50
2 7 44
2 8 48
7 9 49
6 10 3
3 11 0
5 12 11
11 13 13
5 14 48
4 15 49
8 16 23
3 17 36
4 18 12
15 19 27
7 20 27
2 21 36
2 22 48
11 23 10
20 24 1
10 25 16
19 26 44
2 27 50
16 28 20
26 29 29
6 30 33
11 31 47
31 32 33
22 33 42
17 34 22
16 35 49
30 36 10
2 37 33
22 38 3
25 39 35
28 40 3
3 31 43
22 29 16
37 17 46
12 39 21
3 9 17
39 31 50
23 26 16
34 21 43
16 14 48
33 14 2
16 25 17
9 9 49
12 21 34
40 33 48
33 7 43
32 15 24
23 15 16
3 35 28
28 35 25
2 24 40
18 12 45
16 23 49
38 38 7
4 32 14
15 23 41
33 13 0
15 38 48
39 9 2
24 38 15
31 12 46
16 2 14
30 9 0
24 28 27
38 9 42
36 7 37
40 32 37
8 10 22
1 7 33
2 26 39
2 21 25
19 20 22
6 32 43
26 30 44
14 25 3
12 31 22
28 19 9
31 8 23
8 28 27
6 35 20
11 7 10
29 16 20
34 15 33
4 37 4
3 7 50
27 10 28
21 26 14
11 16 35
17 14 5
26 13 33
11 8 9
13 28 10
16 5 19
31 27 33
26 8 33
39 39 50
20 27 12
14 33 40
2 13 7
5 17 25
27 29 49
24 33 21
2 32 46
21 38 39
31 30 15
38 21 13
7 20 4
2 39 48
22 33 31
14 14 31
14 10 35
35 17 45
36 29 20
21 22 48
20 7 0
27 10 13
36 40 4
15 9 1
19 27 5
34 24 17
1 7 40
3 10 12
14 4 15
27 27 23
27 29 26
27 21 6
8 19 28
40 5 37
31 19 23
11 32 15
10 5 33
4 1 21
31 8 15
23 23 27
2 21 19
7 26 14
20 24 14
26 39 16
27 7 35
7 4 32
24 2 5
36 18 17
18 40 37
13 23 21
24 21 49
13 36 43
23 6 26
30 11 39
8 26 22
24 28 10
36 26 1
4 22 44
1 24 9
18 22 34
25 29 46
37 5 8
16 29 14
2 16 16
1 34 13
18 25 45
17 25 9
27 27 45
14 24 2
26 17 23
19 7 34
32 20 33
11 28 30
16 16 48
28 15 5
40 3 8
3 21 15
3 16 37
40 29 8
27 19 19
21 31 0
29 14 8
29 39 2
20 26 8
35 12 29
30 31 39
18 22 45
7 26 23
34 24 14
34 27 28
8 26 12
21 32 21
4 28 42
25 24 11
1 27 9
30 12 30
19 39 16
21 26 8
24 21 4
6 3 7
16 24 19
10 8 35
32 12 12
36 25 47
37 6 43
17 18 40
1 1 20
7 9 26
14 19 4
13 9 18
39 4 46
18 17 8
22 7 15
10 14 42
12 11 13
9 9 1
40 18 21
27 31 12
25 2 23
13 35 15
13 13 7
28 39 12
40 3 41
37 9 14
37 17 32
7 29 47
4 24 24
6 2 49
1 15 17
35 15 17
5 23 32
4 22 31
23 2 50
2 39 0
6 22 17
17 13 15
38 11 21
33 38 47
9 31 11
30 10 21
36 20 26
14 40 22
5 14 6
17 36 42
37 23 50
5 23 39
13 9 3
38 31 21
7 32 49
28 27 25
28 31 37
24 32 50
27 40 20
1 10 16
7 21 8
34 8 32
6 11 8
32 12 17
3 13 0
2 26 35
32 29 47
26 18 14
32 31 14
29 31 41
11 33 23
34 38 7
13 37 45
33 40 43
24 34 30
17 5 28
5 26 2
23 13 22
30 14 16
29 28 36
17 35 37
23 5 12
27 16 46
6 9 43
40 9 41
34 23 16
7 21 23
2 11 34
36 38 24
10 24 0
14 17 43
18 36 37
22 22 23
4 37 38
38 19 25
20 29 45
36 40 11
33 26 9
18 39 35
34 9 21
32 38 42
18 3 35
21 27 6
3 5 8
4 17 25
27 19 46
34 36 35
17 39 48
29 9 35
17 2 30
27 33 23
3 7 38
37 19 13
22 27 21
39 25 23
36 3 29
28 36 37
5 38 9
25 1 19
12 15 13
25 37 32
26 27 25
30 25 15
38 12 4
28 8 34
36 24 18
38 32 1
2 7 15
40 27 15
29 12 32
38 5 39
4 28 39
15 18 48
9 36 33
12 24 6
29 4 22
21 2 18
30 4 49
28 24 0
24 20 22
24 11 19
4 2 43
35 31 34
24 39 23
31 38 23
13 15 31
25 27 1
8 7 25
18 8 24
31 6 18
19 6 50
3 39 2
27 38 11
39 26 42
1 32 5
30 3 25
27 9 39
24 18 32
29 11 44
11 27 7
14 20 25
21 39 19
36 16 41
31 37 48
11 36 13
36 25 3
1 17 18
31 10 34
38 8 44
4 6 38
15 7 46
22 36 24
16 2 38
32 19 4
6 21 26
11 6 29
16 28 7
4 40 41
34 29 50
1 27 12
27 30 30
8 6 12
31 17 40
30 34 34
1 24 21
19 12 3
9 29 31
9 1 8
1 27 29
2 26 10
27 20 21
30 17 42
40 5 9
9 28 48
13 16 50
28 11 30
5 5 9
33 34 38
18 38 23
17 33 48
32 11 0
12 22 33
26 17 12
5 30 2
3 13 41
21 32 35
29 21 11
28 18 33
32 13 15
19 14 5
9 8 40
40 40 26
37 31 24
32 39 28
21 37 3
38 9 3
20 26 4
37 9 50
37 9 33
24 14 21
7 29 38
8 40 35
8 2 43
36 33 4
12 13 23
34 1 31
16 28 23
35 13 49
29 11 32
34 24 48
1 6 16
13 31 4
34 12 48
22 14 17
21 37 20
18 28 11
10 19 47
19 14 49
7 39 45
36 3 30
15 18 1
3 33 47
6 35 45
4 29 5
16 2 48
39 8 29
35 8 44
19 28 2
29 30 34
21 33 27
38 35 33
11 18 31
21 31 47
4 5 32
21 5 30
36 3 47
19 4 25
38 25 43
5 21 22
11 28 21
18 16 16
21 26 19
14 10 9
40 5 16
6 17 24
34 29 4
33 3 12
32 28 10
21 22 48
34 23 36
28 35 14
3 35 31
28 9 30
34 18 14
1 23 36
6 36 20
22 38 36
13 9 26
27 34 1
28 35 9
10 27 39
3 29 20
27 12 50
25 36 35
19 25 4
21 32 0
9 6 41
31 30 39
29 33 32
22 1 41
5 26 32
5 16 16
38 19 48
4 40 12
23 17 22
37 34 7
26 27 0
24 28 23
29 20 9
13 38 34
3 37 50
10 26 6
29 8 25
16 40 12
40 500
1 2 22
2 3 24
3 4 14
4 5 12
5 6 13
4 7 9
4 8 43
4 9 43
5 10 0
6 11 31
9 12 38
10 13 39
5 14 34
5 15 6
13 16 21
3 17 2
2 18 44
2 19 25
6 20 5
3 21 15
18 22 21
5 23 25
10 24 25
5 25 10
6 26 42
3 27 1
27 28 16
20 29 13
6 30 25
28 31 43
18 32 25
13 33 2
10 34 17
18 35 42
19 36 19
34 37 49
9 38 6
34 39 45
12 40 4
25 16 32
25 28 0
6 16 9
36 39 45
17 22 18
28 20 19
20 9 28
32 12 21
19 17 48
27 19 22
14 22 17
30 12 33
23 38 24
36 36 6
2 40 36
25 15 16
17 34 40
32 14 11
14 13 37
21 24 17
7 1 44
5 27 5
33 2 10
3 14 3
3 10 3
21 30 29
6 26 22
27 33 35
11 26 18
7 29 20
14 15 27
26 7 32
30 22 2
37 29 3
36 39 22
14 23 6
24 30 1
22 29 35
22 25 33
40 28 43
10 23 18
30 4 14
9 32 3
26 38 25
19 31 36
3 6 38
29 16 50
1 37 37
27 14 7
24 28 49
27 7 32
29 38 3
25 19 21
40 4 0
4 13 1
7 18 35
18 21 43
19 17 30
35 23 28
35 29 20
28 20 10
21 2 24
4 17 4
22 27 26
19 15 18
17 24 41
6 18 8
17 33 48
27 32 41
23 35 12
31 21 3
15 10 5
23 21 23
14 6 29
22 5 40
36 32 3
24 24 11
6 4 15
38 33 5
8 30 10
25 25 3
13 26 8
8 1 18
34 26 12
26 3 20
29 39 9
17 31 33
8 24 12
35 21 42
35 16 0
6 2 30
13 28 37
19 18 47
20 39 29
36 7 14
28 7 33
32 3 2
36 22 42
28 34 28
38 29 43
25 19 19
15 40 18
14 12 37
31 38 14
18 28 15
12 25 29
21 12 34
14 27 16
31 24 32
22 6 0
19 27 47
4 2 20
27 19 27
13 39 34
5 3 44
20 37 8
11 8 42
13 27 10
25 25 33
20 23 45
22 25 41
29 36 30
14 11 6
36 16 33
23 35 40
11 36 16
13 35 12
29 2 3
22 25 4
14 23 37
22 21 39
19 20 44
34 8 33
29 27 38
5 5 13
39 30 6
3 3 21
23 28 6
13 29 13
14 14 34
31 32 44
10 20 48
5 38 19
30 2 38
10 19 1
40 2 21
34 30 49
11 6 1
35 10 26
15 9 44
28 33 10
13 23 25
20 9 6
8 4 11
5 26 7
5 16 2
33 15 43
27 25 11
22 12 12
7 36 0
12 9 23
1 11 11
12 28 17
10 13 45
15 30 14
2 11 47
18 10 47
6 12 8
11 3 20
40 16 5
32 16 24
38 1 50
16 8 5
3 13 2
35 27 28
31 5 17
37 34 3
23 12 19
38 8 19
7 29 0
10 18 24
20 10 46
33 40 5
18 9 8
19 23 28
21 18 18
25 15 1
25 4 13
32 24 45
35 13 30
16 10 10
12 14 48
18 12 9
35 9 4
37 8 8
34 40 44
31 6 35
13 1 36
6 26 4
38 7 2
1 27 40
14 5 28
20 6 7
20 37 4
10 23 38
1 3 26
15 40 36
13 27 48
36 31 33
18 37 33
19 18 37
24 2 11
33 16 3
27 12 40
34 38 41
2 36 8
14 24 50
27 37 1
35 34 3
8 5 31
12 27 25
12 9 30
27 28 9
26 23 1
8 2 41
28 27 35
26 7 28
2 6 6
18 23 32
39 37 41
25 29 39
22 16 35
21 12 10
2 35 25
34 37 24
10 9 13
6 21 28
11 12 48
39 38 10
10 37 5
24 19 43
16 21 18
7 21 0
31 6 37
14 11 43
29 31 44
37 28 21
15 40 0
34 7 11
35 4 42
11 28 20
34 10 16
5 11 25
21 37 10
30 12 43
19 31 29
23 2 44
5 7 24
11 34 11
20 38 48
33 10 26
39 39 35
34 11 7
14 30 35
24 6 13
20 10 6
25 38 31
7 29 10
27 19 23
26 33 36
12 30 2
28 2 25
24 30 35
18 28 13
35 39 5
18 16 30
4 20 34
2 13 15
19 8 35
16 29 44
9 2 33
36 8 49
24 19 5
8 28 5
36 6 26
31 1 12
35 17 28
37 7 9
14 21 20
29 30 49
32 10 12
31 8 31
34 23 5
22 38 35
27 4 2
13 9 16
33 16 29
3 1 32
27 9 26
11 2 32
26 25 36
13 33 3
22 30 46
29 10 1
28 15 37
39 17 33
30 34 16
10 1 39
8 26 35
9 21 3
4 28 50
21 20 34
34 1 7
7 33 35
20 40 4
24 33 31
8 20 46
26 21 15
24 35 40
2 6 30
6 2 26
37 8 39
25 6 4
11 13 42
32 21 20
35 27 49
18 8 45
13 10 29
24 35 40
24 9 42
22 7 4
22 22 34
17 6 16
21 14 0
29 24 29
4 22 43
29 31 4
40 29 46
18 21 15
32 15 36
12 38 37
3 38 25
40 6 16
14 20 50
37 5 32
4 14 45
5 4 11
3 19 24
25 6 42
21 16 19
30 11 8
25 12 15
21 2 39
37 36 27
29 37 32
24 19 12
8 21 32
23 31 50
24 7 15
13 39 36
21 22 2
10 2 31
3 38 31
24 28 20
3 11 1
1 14 22
8 27 50
17 13 12
18 21 42
12 16 1
5 23 6
34 4 41
23 40 24
39 17 37
30 8 44
11 6 7
19 38 25
18 33 21
28 21 11
34 18 37
24 28 6
9 3 39
13 23 22
26 18 21
29 37 15
12 12 1
13 33 7
38 13 50
12 6 45
2 24 5
5 33 23
14 35 29
33 10 27
18 36 22
18 16 38
25 9 43
21 7 20
26 3 4
33 22 12
35 15 37
19 34 29
20 26 1
8 34 39
18 40 19
1 7 42
22 38 38
40 1 20
4 17 33
35 11 35
9 40 41
25 21 34
11 28 21
36 13 1
21 15 3
21 24 25
29 39 18
14 26 36
27 6 5
1 33 13
21 40 31
35 1 21
27 22 20
9 22 40
22 35 40
11 15 22
39 15 43
3 27 3
9 15 2
25 11 11
8 35 22
6 35 1
20 4 2
25 29 48
16 11 27
19 29 2
6 25 11
11 35 48
40 4 44
12 1 21
9 21 10
21 13 33
3 4 34
35 2 31
40 11 0
5 2 48
34 33 12
30 22 19
26 27 35
30 18 32
1 19 6
25 21 2
29 38 33
29 37 15
27 11 44
35 15 13
14 9 34
4 12 24
10 19 23
21 17 26
24 13 21
37 23 28
40 500
1 2 46
2 3 18
1 4 48
1 5 31
4 6 22
4 7 10
6 8 13
3 9 33
6 10 42
9 11 30
6 12 22
4 13 33
5 14 35
13 15 38
11 16 23
10 17 11
1 18 39
6 19 50
7 20 5
6 21 27
19 22 42
15 23 20
8 24 11
20 25 50
18 26 28
26 27 4
8 28 28
26 29 34
13 30 31
5 31 43
2 32 32
2 33 32
29 34 4
26 35 30
25 36 41
23 37 31
28 38 41
37 39 33
6 40 11
38 4 12
27 1 43
19 39 48
18 33 22
30 27 17
36 18 11
33 38 33
31 24 15
40 33 28
9 15 37
2 24 23
25 35 43
31 31 36
5 37 32
26 39 9
28 21 36
16 9 41
1 6 11
2 35 45
18 16 21
11 22 25
16 22 18
29 39 6
17 2 25
18 33 15
9 24 35
13 30 33
20 25 33
8 32 42
4 26 9
14 22 18
29 33 23
31 20 36
16 39 40
33 20 31
32 10 28
12 2 10
27 13 18
12 1 34
34 40 21
19 33 9
3 22 49
8 37 0
3 6 2
35 20 35
4 10 18
35 19 8
1 18 5
9 33 41
10 5 42
31 37 15
14 40 12
32 34 5
17 13 3
20 9 19
36 40 0
5 19 13
10 16 8
26 35 18
16 1 26
12 5 12
40 36 33
17 4 47
20 18 19
23 18 26
19 38 28
12 18 40
8 30 26
8 1 40
4 7 41
36 9 18
19 25 45
13 19 4
10 12 26
26 9 16
37 33 8
3 39 34
19 37 12
39 25 35
16 14 32
15 34 36
30 1 6
39 13 13
24 21 49
33 18 0
40 32 34
11 11 28
16 2 46
2 37 47
4 26 44
22 11 49
15 37 6
16 28 36
24 22 18
11 15 17
18 7 47
31 13 13
13 13 48
22 17 47
18 20 15
11 33 44
7 25 34
16 4 18
8 3 29
4 10 22
13 32 30
39 12 48
23 4 1
9 16 36
26 38 40
5 25 39
35 34 21
40 5 14
28 34 8
40 9 37
16 17 29
13 23 50
12 39 48
34 29 39
21 10 23
1 21 19
22 22 1
10 39 38
10 29 22
22 29 23
11 26 36
28 17 9
6 6 15
16 29 40
5 5 34
20 16 1
29 20 42
22 32 8
10 34 44
17 19 9
26 6 30
17 11 12
4 19 21
40 22 47
25 15 41
28 23 15
23 3 13
6 3 7
32 12 12
14 25 46
4 23 49
18 10 13
21 19 20
28 16 34
29 33 45
19 39 22
2 14 26
19 37 48
17 29 17
38 4 6
16 33 17
36 9 40
9 24 18
11 25 44
18 1 17
25 35 31
36 29 4
17 33 33
27 38 45
39 24 16
31 3 28
22 5 8
25 26 31
37 16 30
16 4 10
36 38 48
11 35 4
4 21 46
28 15 36
25 30 45
15 5 27
31 22 14
23 16 30
7 40 23
25 11 34
22 37 11
27 7 42
11 40 40
33 32 31
22 5 29
4 23 4
1 13 27
19 18 32
12 15 42
19 31 12
32 30 10
36 7 28
9 22 50
8 6 25
27 26 26
26 10 9
8 16 49
37 27 32
8 12 48
12 23 24
22 16 43
8 28 12
12 21 40
12 38 16
2 33 49
24 16 49
39 19 24
2 29 19
29 21 34
19 23 32
20 34 2
18 2 1
11 14 38
7 8 40
5 34 46
16 31 20
27 27 26
31 11 1
20 9 26
25 14 49
4 15 40
40 24 25
29 25 13
21 32 5
26 38 16
27 32 36
26 36 15
19 24 14
8 17 8
5 3 17
31 22 1
5 38 35
5 35 3
20 34 40
40 27 11
21 17 46
28 20 18
12 23 2
32 34 7
39 5 24
39 29 7
19 33 33
35 34 40
25 6 25
20 36 15
24 37 31
23 35 35
31 27 36
11 25 31
19 1 47
31 23 9
3 31 46
38 34 11
16 11 7
7 10 49
5 35 38
11 28 14
5 10 4
39 7 19
6 25 7
14 2 23
13 19 4
2 20 11
10 5 44
35 34 26
5 7 32
7 16 35
6 29 29
27 5 45
39 3 40
3 35 49
8 3 33
37 38 23
12 25 38
20 14 28
38 8 50
31 6 18
7 37 19
9 20 18
32 36 24
29 15 27
6 27 3
33 24 11
9 19 44
17 15 35
12 23 17
9 1 28
11 2 19
36 23 36
36 29 24
