50 1000
17 20 8
25 5 17
36 2 8
20 48 20
35 30 21
37 21 50
24 32 34
33 24 38
50 49 13
41 4 39
2 30 16
13 19 43
48 47 10
47 45 43
36 15 27
21 40 30
47 45 46
26 49 34
6 6 50
11 39 28
9 3 44
49 39 9
49 11 32
33 49 3
34 28 48
33 11 22
16 48 12
12 5 30
35 29 28
3 41 2
33 46 13
19 18 49
24 28 43
15 49 12
41 19 16
33 30 49
38 9 42
9 38 12
35 36 47
42 45 37
18 6 34
24 6 18
20 44 30
35 26 21
24 47 21
14 49 16
26 2 21
40 18 36
49 12 42
45 5 28
13 36 38
4 49 31
37 38 10
22 39 33
44 42 8
43 40 47
32 16 15
37 40 41
38 28 37
43 19 27
36 4 16
50 16 35
33 25 48
31 20 49
38 10 23
13 44 23
15 50 33
46 50 47
13 5 48
20 25 30
5 43 11
14 47 20
33 14 42
48 41 0
5 2 16
45 24 5
4 16 4
25 34 31
11 3 29
6 6 43
34 25 35
11 5 47
10 47 40
15 3 36
11 37 15
39 23 47
11 42 35
37 21 21
37 12 48
6 35 30
29 5 26
46 26 6
33 39 34
3 28 50
42 50 47
19 38 23
14 5 35
16 43 31
27 2 26
47 30 9
50 7 15
50 15 31
30 34 40
10 32 34
11 21 17
19 50 1
31 24 34
3 18 20
19 35 12
32 42 23
8 33 13
27 41 19
31 22 17
42 1 9
27 9 50
38 27 12
21 8 7
25 2 35
31 36 18
3 12 40
37 28 16
47 2 4
18 27 27
35 2 50
39 18 20
14 12 27
10 24 5
18 7 49
34 6 27
12 29 42
36 41 43
35 19 28
34 24 40
4 13 33
5 1 35
36 48 34
23 46 27
47 4 36
18 4 47
17 39 5
1 44 19
33 1 43
36 18 27
16 21 46
24 18 41
28 10 35
9 37 18
42 24 47
46 28 9
22 37 23
15 20 7
46 35 24
21 25 5
4 30 3
2 19 20
40 27 6
13 15 11
31 3 11
36 11 12
12 22 30
38 6 4
8 6 37
12 15 8
38 3 12
23 48 45
15 2 18
8 1 41
26 13 30
30 44 45
44 26 19
21 16 23
35 20 23
30 2 24
39 2 26
9 28 16
38 50 31
23 4 18
10 16 41
5 40 22
46 34 20
22 44 15
15 21 48
26 37 16
29 22 25
36 32 7
40 7 20
10 4 36
34 43 25
49 23 17
16 4 33
35 19 45
41 14 31
20 23 13
48 37 50
39 14 28
10 11 41
32 29 19
9 34 4
50 48 19
9 5 15
18 37 34
39 1 19
10 46 32
20 38 4
50 33 47
18 23 50
40 8 17
31 43 43
10 3 47
35 2 0
6 40 43
27 40 11
9 36 16
17 11 37
21 26 1
14 11 28
8 18 26
6 34 22
36 46 35
37 29 20
50 5 19
8 29 38
38 3 23
26 24 23
4 5 3
45 36 12
22 23 36
2 48 12
15 37 33
15 40 25
41 4 20
41 22 41
46 22 12
20 49 29
2 22 25
31 27 25
43 6 5
5 3 26
43 22 8
15 14 28
43 45 9
48 31 8
7 37 16
7 33 14
41 42 27
35 14 27
27 6 38
37 32 50
50 19 0
4 46 2
38 23 32
9 4 28
29 11 47
39 43 8
6 11 9
50 16 7
14 11 14
32 4 9
45 22 18
26 39 21
4 4 22
26 36 0
4 6 14
24 40 40
14 27 38
39 21 17
32 4 7
34 12 29
15 34 16
7 49 34
15 38 34
34 8 46
20 26 24
35 19 11
49 9 7
36 24 45
26 1 36
39 37 23
20 19 11
47 4 12
12 10 2
40 12 4
27 9 46
25 16 28
21 42 27
8 10 15
2 3 29
5 11 44
18 28 17
11 19 0
25 19 43
37 17 29
34 24 22
29 2 41
32 24 34
20 42 0
48 37 1
21 15 28
17 44 35
29 41 31
46 7 18
17 33 39
16 22 5
14 43 33
29 49 19
19 9 7
41 44 34
28 36 14
46 4 0
41 2 14
3 3 5
38 39 47
42 16 16
7 13 24
43 1 49
39 32 44
49 19 11
50 29 46
37 50 2
15 23 50
29 5 21
39 26 47
43 35 3
5 26 43
14 24 18
42 1 17
30 18 33
4 32 20
10 5 30
29 17 5
6 7 47
38 2 16
8 48 21
27 41 45
5 1 49
4 26 33
17 49 8
20 45 45
7 25 18
5 31 26
7 30 31
38 46 31
34 46 40
14 19 41
24 37 37
18 1 30
27 13 17
12 28 45
49 36 19
4 10 45
3 20 16
10 4 22
25 19 46
25 36 34
30 49 26
40 47 41
16 33 16
21 46 17
19 27 27
13 23 26
24 37 33
41 40 47
44 34 6
48 9 12
43 49 10
7 44 18
43 48 8
5 21 25
18 36 39
2 40 49
18 33 11
18 26 29
8 27 5
45 19 14
19 9 4
11 4 13
50 35 18
6 37 45
16 1 32
6 2 18
42 19 24
12 46 0
41 39 45
20 30 45
31 4 42
29 9 49
35 7 11
17 33 44
29 18 19
25 29 12
5 5 27
43 20 30
18 28 34
26 49 49
48 47 36
25 48 44
8 43 43
23 28 39
4 30 19
23 2 44
9 37 45
45 20 17
30 22 45
33 15 43
15 15 27
49 29 45
41 15 3
20 42 43
2 1 23
20 1 41
15 48 26
23 14 50
10 3 17
18 34 12
12 30 34
34 19 1
12 32 26
2 4 30
35 11 45
22 34 42
3 15 5
35 11 42
39 46 7
36 49 25
46 5 14
19 3 8
46 10 7
25 13 1
41 43 46
31 44 2
11 40 8
46 13 28
11 47 45
14 42 28
13 46 25
6 31 30
25 30 22
4 37 18
7 33 8
34 23 35
7 4 2
50 6 41
11 35 39
44 29 39
23 36 39
24 14 18
17 8 41
17 13 40
20 10 46
29 27 16
43 26 9
3 19 46
12 15 48
50 16 29
42 9 35
48 46 8
34 34 40
28 35 24
31 50 23
5 24 23
44 3 22
21 25 14
20 3 42
21 8 2
28 50 43
47 47 7
34 32 42
23 32 23
41 46 13
39 48 14
15 43 6
19 11 7
25 38 40
4 14 43
23 20 12
47 49 34
29 40 2
42 9 43
17 7 44
19 28 10
37 13 8
14 21 22
37 30 47
15 34 11
18 24 44
36 3 15
29 46 44
40 36 14
3 37 40
29 37 46
32 7 41
28 37 41
7 14 21
41 36 46
20 19 6
44 16 49
12 33 28
32 25 33
50 42 36
31 49 50
37 27 46
29 24 3
33 36 27
37 26 7
13 32 31
45 18 21
21 21 16
17 37 1
10 23 45
48 45 1
45 47 9
10 50 47
45 5 36
48 6 38
24 29 50
32 11 12
43 25 39
2 28 26
34 2 7
26 19 4
25 50 24
35 17 21
6 13 46
8 21 31
30 15 15
17 42 3
31 36 27
31 18 0
34 37 50
16 47 31
7 40 30
24 4 32
47 17 39
6 31 22
44 50 15
14 30 39
18 19 30
20 27 27
18 19 26
8 31 1
30 44 22
31 11 49
8 14 20
10 47 15
6 2 31
9 5 28
15 39 16
50 12 19
33 31 23
20 30 27
7 41 18
8 50 1
34 49 43
29 21 2
46 28 26
13 14 39
15 4 24
3 8 37
40 24 44
19 44 5
41 34 17
40 49 33
5 11 46
4 10 10
44 16 33
40 48 41
48 31 33
49 42 40
38 31 1
27 31 36
16 22 21
10 24 16
37 35 17
20 11 48
40 20 29
48 36 39
5 41 33
12 3 11
49 3 48
44 17 44
22 46 38
36 48 48
30 45 33
36 47 6
18 12 0
14 18 41
0 0
